model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
TOYOTA Camry Hybrid XLE/SE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,44,47,46,10,Elite,medium,medium,high,high,high,high,high
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes,medium,medium,high,high,high,high,high
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,4WD,Gasoline,midsize car,6,25,34,29,6,No,medium,medium,mod_high,high,high,high,mod_high
TOYOTA Camry TRD,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,27,38,31,7,Yes,medium,medium,high,high,high,high,high
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,4WD,Gasoline,midsize car,6,25,34,28,6,No,medium,medium,mod_high,high,high,high,mod_high
TOYOTA Camry XSE,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,small car,5,30,38,33,7,Yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,small car,5,29,39,33,7,Yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla,2.0,4.0,Man-6,2WD,Gasoline,small car,6,29,36,32,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,31,40,34,8,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Corolla Hatchback,2.0,4.0,Man-6,2WD,Gasoline,small car,6,28,37,31,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,32,41,35,8,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Corolla Hatchback XSE,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,30,38,33,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,small car,7,53,52,52,10,Elite,low,medium,high,high,high,high,high
TOYOTA Corolla XLE,1.8,4.0,CVT,2WD,Gasoline,small car,5,29,37,32,7,Yes,low,medium,mod_high,high,high,high,high
TOYOTA Corolla XSE,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,31,38,34,8,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Highlander,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,21,29,24,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Highlander,3.5,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,20,27,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,small SUV,7,36,35,36,8,Yes,medium,medium,high,high,high,high,high
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,standard SUV,7,35,35,35,8,Yes,medium,medium,high,high,high,high,high
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,SCV-6,4WD,Gasoline,standard SUV,7,35,34,35,8,Yes,medium,medium,high,high,high,high,high
TOYOTA Land Cruiser,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
TOYOTA Prius,1.8,4.0,CVT,2WD,Gasoline,midsize car,7,54,50,52,10,Elite,low,medium,high,high,high,high,high
TOYOTA Prius,1.8,4.0,CVT,4WD,Gasoline,midsize car,7,52,48,50,10,Elite,low,medium,high,high,high,high,high
TOYOTA Prius Eco,1.8,4.0,CVT,2WD,Gasoline,midsize car,7,58,53,56,10,Elite,low,medium,high,high,high,high,high
TOYOTA RAV4,2.5,4.0,SemiAuto-8,2WD,Gasoline,small SUV,6,26,35,30,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA RAV4,2.5,4.0,SemiAuto-8,2WD,Gasoline,small SUV,6,28,35,30,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA RAV4,2.5,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,25,33,28,6,No,medium,medium,mod_high,high,high,high,mod_high
TOYOTA RAV4,2.5,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,27,33,29,6,No,medium,medium,mod_high,high,high,high,mod_high
TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,41,38,40,9,Yes,medium,medium,high,high,high,high,high
TOYOTA RAV4 LE,2.5,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,27,34,30,7,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA RAV4 TRD Offroad,2.5,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,25,32,27,6,No,medium,medium,mod_high,high,mod_high,mod_high,mod_high
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13,17,15,2,No,high,high,mod_high,low,low,low,low
TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13,17,14,1,No,high,high,mod_high,low,low,low,low
TOYOTA Sienna,3.5,6.0,SemiAuto-8,2WD,Gasoline,minivan,5,19,26,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Sienna,3.5,6.0,SemiAuto-8,4WD,Gasoline,minivan,5,18,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Supra 3.0,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3,24,31,26,5,No,mod_high,mod_high,medium,mod_high,mod_high,mod_high,mod_high
TOYOTA Tacoma,2.7,4.0,SemiAuto-6,2WD,Gasoline,pickup,5,20,23,21,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
TOYOTA Tacoma,2.7,4.0,SemiAuto-6,4WD,Gasoline,pickup,5,19,22,20,4,No,medium,medium,mod_high,medium,low,medium,medium
TOYOTA Tacoma,3.5,6.0,Man-6,4WD,Gasoline,pickup,5,17,21,18,3,No,mod_high,mod_high,mod_high,medium,low,low,medium
TOYOTA Tacoma,3.5,6.0,SemiAuto-6,2WD,Gasoline,pickup,5,19,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
TOYOTA Tacoma,3.5,6.0,SemiAuto-6,4WD,Gasoline,pickup,5,18,22,20,4,No,mod_high,mod_high,mod_high,medium,low,medium,medium
TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6.0,Man-6,4WD,Gasoline,pickup,5,17,20,18,3,No,mod_high,mod_high,mod_high,medium,low,low,medium
TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13,18,15,2,No,high,high,mod_high,low,low,low,low
TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13,17,14,1,No,high,high,mod_high,low,low,low,low
TOYOTA Yaris,1.5,4.0,Man-6,2WD,Gasoline,small car,3,30,39,34,8,No,low,medium,medium,high,high,high,high
TOYOTA Yaris,1.5,4.0,SemiAuto-6,2WD,Gasoline,small car,3,32,40,35,8,No,low,medium,medium,high,high,high,high
VOLKSWAGEN Arteon,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,3,22,29,25,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN Arteon 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,20,29,23,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN Atlas,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,3,20,24,22,4,No,medium,medium,medium,mod_high,medium,medium,medium
VOLKSWAGEN Atlas,3.6,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,17,23,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
VOLKSWAGEN Atlas 4Motion,3.6,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,22,19,3,No,mod_high,mod_high,mod_high,low,low,medium,medium
VOLKSWAGEN Atlas Cross Sport,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,3,21,24,22,4,No,medium,medium,medium,mod_high,medium,medium,medium
VOLKSWAGEN Atlas Cross Sport,3.6,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,17,23,19,3,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
VOLKSWAGEN Atlas Cross Sport 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,3,18,23,20,4,No,medium,medium,medium,medium,medium,medium,medium
VOLKSWAGEN Atlas Cross Sport 4Motion,3.6,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,16,22,19,3,No,mod_high,mod_high,mod_high,low,low,medium,medium
VOLKSWAGEN GTI,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,24,32,27,6,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN GTI,2.0,4.0,Man-6,2WD,Gasoline,small car,7,24,32,27,6,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN Golf,1.4,4.0,Man-6,2WD,Gasoline,small car,7,28,36,31,7,Yes,low,medium,high,high,high,high,high
VOLKSWAGEN Golf,1.4,4.0,SemiAuto-8,2WD,Gasoline,small car,7,29,35,32,7,Yes,low,medium,high,high,high,high,high
VOLKSWAGEN Jetta,1.4,4.0,Man-6,2WD,Gasoline,small car,7,30,40,34,8,Yes,low,medium,high,high,high,high,high
VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-8,2WD,Gasoline,small car,7,30,40,34,8,Yes,low,medium,high,high,high,high,high
VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-8,2WD,Gasoline,small car,5,30,40,34,8,Yes,low,medium,mod_high,high,high,high,high
VOLKSWAGEN Jetta,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,25,32,28,6,No,medium,medium,high,high,mod_high,high,mod_high
VOLKSWAGEN Jetta,2.0,4.0,Man-6,2WD,Gasoline,small car,7,25,33,28,6,No,medium,medium,high,high,high,high,mod_high
VOLKSWAGEN Passat,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,23,34,27,6,No,medium,medium,high,mod_high,high,mod_high,mod_high
VOLKSWAGEN Tiguan,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,7,22,29,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLKSWAGEN Tiguan 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,20,27,23,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO S60,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5,23,34,27,6,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,21,32,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,21,31,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO V60,2.0,4.0,SemiAuto-8,2WD,Gasoline,station wagon,5,23,34,27,6,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
VOLVO V60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,5,22,31,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLVO V90,2.0,4.0,SemiAuto-8,2WD,Gasoline,station wagon,5,22,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
VOLVO V90,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,7,21,31,25,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,7,20,30,24,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO XC40,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,23,33,27,6,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
VOLVO XC40,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLVO XC60,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,22,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,20,27,23,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,20,27,23,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLVO XC90,2.0,4.0,SemiAuto-8,2WD,Gasoline,standard SUV,5,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,medium,medium,high,medium,medium,medium,medium
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,20,27,23,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3,21,27,23,9,No,mod_high,mod_high,medium,mod_high,mod_high,mod_high,high
AUDI Q5,2.0,4.0,AMS-7,4WD,Gasoline,small SUV,7,25,29,27,10,Elite,medium,medium,high,high,mod_high,mod_high,high
BENTLEY Bentayga,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,17,21,19,8,No,mod_high,mod_high,medium,medium,low,medium,high
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25,31,27,10,Elite,medium,medium,high,high,mod_high,mod_high,high
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23,29,25,10,Elite,medium,medium,high,mod_high,mod_high,mod_high,high
BMW 745e,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3,19,26,22,8,No,mod_high,mod_high,medium,medium,medium,medium,high
BMW X3 xDrive30e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,24,9,Yes,medium,medium,high,mod_high,mod_high,mod_high,high
BMW i3,0.6,2.0,Auto-1,2WD,Gasoline,small car,7,30,31,31,10,Elite,low,low,high,high,mod_high,high,high
BMW i3s,0.6,2.0,Auto-1,2WD,Gasoline,small car,7,30,31,31,10,Elite,low,low,high,high,mod_high,high,high
BMW i8 Coupe,1.5,3.0,Auto-6,4WD,Gasoline,small car,3,26,29,27,10,No,low,low,medium,high,mod_high,mod_high,high
BMW i8 Roadster,1.5,3.0,Auto-6,4WD,Gasoline,small car,3,26,29,27,10,No,low,low,medium,high,mod_high,mod_high,high
CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14,20,16,4,No,mod_high,mod_high,mod_high,low,low,low,medium
CHEVROLET Silverado,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,11,14,12,2,No,high,high,medium,low,low,low,low
CHEVROLET Silverado,5.3,8.0,Auto-6,4WD,Ethanol,pickup,3,11,13,12,2,No,high,high,medium,low,low,low,low
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,11,17,13,3,No,high,high,medium,low,low,low,medium
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,2,No,high,high,medium,low,low,low,low
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,11,17,13,3,No,high,high,medium,low,low,low,medium
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,No,high,high,medium,low,low,low,medium
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline,minivan,7,29,30,30,10,Elite,mod_high,mod_high,high,high,mod_high,high,high
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline,small SUV,7,43,38,41,10,Elite,medium,medium,high,high,high,high,high
FORD Explorer FFV,3.3,6.0,SemiAuto-10,4WD,Ethanol,standard SUV,5,11,15,13,3,No,mod_high,mod_high,mod_high,low,low,low,medium
FORD F150 FFV,3.3,6.0,SemiAuto-6,2WD,Ethanol,pickup,5,14,19,16,4,No,mod_high,mod_high,mod_high,low,low,low,medium
FORD F150 FFV,3.3,6.0,SemiAuto-6,4WD,Ethanol,pickup,5,13,17,15,4,No,mod_high,mod_high,mod_high,low,low,low,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,2WD,Ethanol,pickup,3,12,17,14,3,No,high,high,medium,low,low,low,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,2WD,Ethanol,pickup,3,12,17,14,3,No,high,high,medium,low,low,low,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,4WD,Ethanol,pickup,3,12,15,13,3,No,high,high,medium,low,low,low,medium
FORD F150 FFV BASE PAYLOAD LT,5.0,8.0,SemiAuto-10,2WD,Ethanol,pickup,3,12,17,14,3,No,high,high,medium,low,low,low,medium
FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,40,42,10,Elite,medium,medium,high,high,high,high,high
FORD Fusion Special Service PHEV,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43,40,42,10,Elite,medium,medium,high,high,high,high,high
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol,special purpose,5,17,21,19,5,No,medium,medium,mod_high,medium,low,medium,mod_high
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol,special purpose,5,18,20,19,5,No,medium,medium,mod_high,medium,low,medium,mod_high
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,2WD,Ethanol,van,1,11,15,12,3,No,mod_high,mod_high,low,low,low,low,medium
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,4WD,Ethanol,van,1,11,14,12,2,No,mod_high,mod_high,low,low,low,low,low
GMC Sierra,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,11,14,12,2,No,high,high,medium,low,low,low,low
GMC Sierra,5.3,8.0,Auto-6,4WD,Ethanol,pickup,3,11,14,12,2,No,high,high,medium,low,low,low,low
GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,11,17,13,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,16,13,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,11,17,13,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500 XL,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11,15,12,2,No,high,high,medium,low,low,low,low
HONDA Clarity,1.5,4.0,CVT,2WD,Gasoline,midsize car,8,44,40,42,10,Elite,low,medium,high,high,high,high,high
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AutoMan-6,2WD,Gasoline,midsize car,7,53,52,52,10,Elite,low,medium,high,high,high,high,high
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline,small car,7,27,25,26,10,Elite,low,low,high,high,medium,mod_high,high
KIA Niro Plug-in Hybrid,1.6,4.0,AutoMan-6,2WD,Gasoline,station wagon,7,48,44,46,10,Elite,low,medium,high,high,high,high,high
KIA Optima plug-in hybrid,2.0,4.0,AutoMan-6,2WD,Gasoline,midsize car,7,39,44,41,10,Elite,medium,medium,high,high,high,high,high
LAND ROVER Range Rover PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,21,19,8,Yes,medium,medium,high,medium,low,medium,high
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,21,19,8,Yes,medium,medium,high,medium,low,medium,high
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,7,22,25,23,9,Yes,mod_high,mod_high,high,mod_high,medium,mod_high,high
MERCEDES-BENZ GLC 350e 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,23,28,25,10,Yes,medium,medium,mod_high,mod_high,mod_high,mod_high,high
MERCEDES-BENZ S560 e,3.0,6.0,Auto-9,2WD,Gasoline,large car,3,21,26,23,9,No,mod_high,mod_high,medium,mod_high,medium,mod_high,high
MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,29,30,29,10,No,low,low,medium,high,mod_high,high,high
MITSUBISHI Outlander PHEV,2.0,4.0,Auto-1,4WD,Gasoline,small SUV,7,25,26,25,10,Elite,medium,medium,high,high,medium,mod_high,high
PAGANI Polestar 1,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,5,22,31,26,10,Yes,medium,medium,mod_high,mod_high,mod_high,mod_high,high
PORSCHE Cayenne Turbo S e-Hybrid,4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,20,18,5,No,high,high,medium,low,low,low,mod_high
PORSCHE Cayenne e-Hybrid,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,20,22,21,7,No,mod_high,mod_high,medium,mod_high,low,medium,high
PORSCHE Panamera 4 e-Hybrid,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,21,24,23,8,Yes,medium,mod_high,mod_high,mod_high,medium,mod_high,high
PORSCHE Panamera 4 e-Hybrid Executive,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,21,24,23,8,Yes,medium,mod_high,mod_high,mod_high,medium,mod_high,high
PORSCHE Panamera 4 e-Hybrid ST,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,21,24,23,8,Yes,medium,mod_high,mod_high,mod_high,medium,mod_high,high
PORSCHE Panamera Turbo S e-Hybrid,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,19,22,20,7,No,high,high,medium,medium,low,medium,high
PORSCHE Panamera Turbo S e-Hybrid Exec,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,19,22,20,7,No,high,high,medium,medium,low,medium,high
PORSCHE Panamera Turbo S e-Hybrid ST,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,19,22,20,7,No,high,high,medium,medium,low,medium,high
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline,small SUV,7,36,35,35,10,Elite,medium,medium,high,high,high,high,high
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline,small SUV,6,36,35,35,10,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Prius Prime,1.8,4.0,CVT,2WD,Gasoline,midsize car,7,55,53,54,10,Elite,low,medium,high,high,high,high,high
VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,28,33,30,10,Elite,medium,medium,high,high,high,high,high
VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,28,31,30,10,Elite,medium,medium,high,high,mod_high,high,high
VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,7,28,33,30,10,Elite,medium,medium,high,high,high,high,high
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26,28,27,10,Elite,medium,medium,high,high,mod_high,mod_high,high
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26,28,27,10,Elite,medium,medium,high,high,mod_high,mod_high,high
AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Electricity,large car,3,49,61,54,9,No,mod_high,mod_high,medium,high,high,high,high
AUDI Q5,2.0,4.0,AMS-7,4WD,Electricity,small SUV,7,64,66,65,10,Elite,medium,medium,high,high,high,high,high
BENTLEY Bentayga,3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,3,43,49,45,8,No,mod_high,mod_high,medium,high,high,high,high
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,65,75,69,10,Elite,medium,medium,high,high,high,high,high
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,62,68,65,10,Elite,medium,medium,high,high,high,high,high
BMW 745e,3.0,6.0,SemiAuto-8,4WD,Electricity,large car,3,52,61,56,8,No,mod_high,mod_high,medium,high,high,high,high
BMW X3 xDrive30e,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,59,61,60,9,Yes,medium,medium,high,high,high,high,high
BMW i3,0.6,2.0,Auto-1,2WD,Electricity,small car,7,107,93,100,10,Elite,low,low,high,high,high,high,high
BMW i3s,0.6,2.0,Auto-1,2WD,Electricity,small car,7,107,93,100,10,Elite,low,low,high,high,high,high,high
BMW i8 Coupe,1.5,3.0,Auto-6,4WD,Electricity,small car,3,68,70,69,10,No,low,low,medium,high,high,high,high
BMW i8 Roadster,1.5,3.0,Auto-6,4WD,Electricity,small car,3,68,70,69,10,No,low,low,medium,high,high,high,high
CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18,28,22,4,No,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
CHEVROLET Silverado,5.3,8.0,Auto-6,2WD,Gas,pickup,3,15,19,16,2,No,high,high,medium,low,low,low,low
CHEVROLET Silverado,5.3,8.0,Auto-6,4WD,Gas,pickup,3,14,18,16,2,No,high,high,medium,low,low,low,low
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,15,22,18,3,No,high,high,medium,low,low,low,medium
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,14,21,16,2,No,high,high,medium,low,low,low,low
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,15,22,18,3,No,high,high,medium,low,low,low,medium
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,15,21,17,3,No,high,high,medium,low,low,low,medium
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Electricity,minivan,7,87,76,82,10,Elite,mod_high,mod_high,high,high,high,high,high
FORD Escape PHEV,2.5,4.0,CVT,2WD,Electricity,small SUV,7,109,91,100,10,Elite,medium,medium,high,high,high,high,high
FORD Explorer FFV,3.3,6.0,SemiAuto-10,4WD,Gas,standard SUV,5,16,23,19,3,No,mod_high,mod_high,mod_high,low,medium,medium,medium
FORD F150 FFV,3.3,6.0,SemiAuto-6,2WD,Gas,pickup,5,19,25,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD F150 FFV,3.3,6.0,SemiAuto-6,4WD,Gas,pickup,5,18,23,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,2WD,Gas,pickup,3,15,20,17,3,No,high,high,medium,low,low,low,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,2WD,Gas,pickup,3,17,23,19,3,No,high,high,medium,medium,medium,medium,medium
FORD F150 FFV,5.0,8.0,SemiAuto-10,4WD,Gas,pickup,3,15,21,18,3,No,high,high,medium,low,low,low,medium
